Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
YAL043C,2558,PTA1,"Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends  involved in pre-tRNA processing  binds to the phosphorylated CTD of RNAPII",7074.0,4893.0,34.3392601676,0.691687871077
YAL042C-A,578,YAL042C-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified ORF ERV46/YAL042W  YAL042C-A is a non-essential gene",5.0,5.0,27.4,1.0
YAL040C,1943,CLN3,"G1 cyclin involved in cell cycle progression  activates Cdc28p kinase to promote the G1 to S phase transition  plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2  regulated by phosphorylation and proteolysis",19815.0,19310.0,35.1613153806,0.974514256876
YAL039C,1010,CYC3,"Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space  human ortholog may have a role in microphthalmia with linear skin defects (MLS)",24762.0,23538.0,33.8736086328,0.950569420887
YAL037C-B,1175,YAL037C-B,"Dubious open reading frame unlikely to encode a protein  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",3.0,2.0,26.0,0.666666666667
YAL037C-A,293,YAL037C-A,Putative protein of unknown function,60.0,60.0,32.0166666667,1.0
YAL036C,1310,RBG1,"Member of the DRG family of GTP-binding proteins  associates with translating ribosomes  interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid",28577.0,28056.0,26.3371471343,0.981768555132
YAL034C-B,554,YAL034C-B,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",23.0,14.0,44.6428571429,0.608695652174
YAL034C,1442,FUN19,Non-essential protein of unknown function  expression induced in response to heat stress,2072.0,2005.0,40.6763092269,0.967664092664
YAL032C,1340,PRP45,Protein required for pre-mRNA splicing  associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p  orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene,1171.0,1019.0,35.7222767419,0.870196413322
YAL031C,2483,GIP4,Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation  potential Cdc28p substrate,1533.0,1307.0,36.817903596,0.852576647097
YAL029C,4616,MYO4,"One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos  required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p",7858.0,7702.0,39.1917683719,0.98014762026
YAL026C-A/YAL026C,4512,YAL026C-A/DRS2,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2/Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles  contributes to clathrin-coated vesicle formation and endocytosis  mutations in human homolog ATP8B1 result in liver disease",4544.0,4018.0,36.6080139373,0.884242957746
YAL025C,1121,MAK16,"Essential nuclear protein, constituent of 66S pre-ribosomal particles  required for maturation of 25S and 5.8S rRNAs  required for maintenance of M1 satellite double-stranded RNA of the L-A virus",21777.0,21041.0,37.809894967,0.966202874592
YAL024C,4508,LTE1,Protein similar to GDP/GTP exchange factors but without detectable GEF activity  required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures,7833.0,4283.0,24.0770487976,0.546789225073
YAL023C,2480,PMT2,"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein Ser/Thr residues  involved in ER quality control  acts in a complex with Pmt1p, can instead interact with Pmt5  target for new antifungal",30496.0,28168.0,30.7050198807,0.923662119622
YAL022C,1754,FUN26,"Vacuolar membrane transporter with broad nucleoside selectivity  may regulate balance of nicotinamide riboside (NmR) levels between cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis",11584.0,11297.0,36.6013986014,0.975224447514
YAL021C,2714,CCR4,"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression  component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening",5656.0,4643.0,32.2175317683,0.820898161245
YAL020C,1202,ATS1,"Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA  has a potential role in regulatory interactions between microtubules and the cell cycle",8387.0,6998.0,34.6007430694,0.834386550614
YAL018C,1178,YAL018C,Putative protein of unknown function,282.0,243.0,37.0823045267,0.86170212766
YAL016C-B,386,YAL016C-B,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",16.0,16.0,31.875,1.0
YAL016C-A,515,YAL016C-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",42.0,39.0,34.2307692308,0.928571428571
YAL015C,1400,NTG1,DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair  acts in both nucleus and mitochondrion  creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress,1768.0,1077.0,27.4846796657,0.609162895928
YAL014C,968,SYN8,Endosomal SNARE related to mammalian syntaxin 8,5061.0,4953.0,44.3361599031,0.978660343806
YAL010C,1682,MDM10,"Subunit of both the ERMES complex that links the ER to mitochondria, and of the mitochondrial sorting and assembly machinery (SAM complex) that functions in import and assembly of outer membrane beta-barrel proteins",1727.0,1664.0,38.4621394231,0.963520555877
YAL007C,848,ERP2,"Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p  member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles",9058.0,8737.0,27.4686963489,0.964561713403
YAL005C,2129,SSA1,"ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport  member of heat shock protein 70 (HSP70) family  forms a chaperone complex with Ydj1p  localized to the nucleus, cytoplasm, and cell wall  98% identical with Ssa2p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes",319939.0,310704.0,32.973894768,0.971135122633
YAL001C,3773,TFC3,Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC)  part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes  cooperates with Tfc6p in DNA binding,1431.0,1326.0,40.0339366516,0.926624737945
YAR002C-A,860,ERP1,"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p  member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles",16610.0,15792.0,34.3231382979,0.9507525587
YAR007C,2066,RFA1,"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",2351.0,2120.0,28.8650943396,0.901743938749
YAR009C,3791,YAR009C,Retrotransposon TYA Gag and TYB Pol genes  in YARCTY1-1 TYB is mutant and probably non-functional,20721.0,11878.0,31.9128641185,0.573234882486
YAR010C,1523,YAR010C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol  in YARCTY1-1 TYB is mutant and probably non-functional,10708.0,7829.0,22.4904840976,0.731135599552
YAR014C,2330,BUD14,"Protein involved in bud-site selection, Bud14p-Glc7p complex is a cortical regulator of dynein  inhibitor of the actin assembly factor Bnr1p (formin)  diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",8175.0,7942.0,39.1216318308,0.971498470948
YAR018C,1508,KIN3,Nonessential serine/threonine protein kinase  possible role in DNA damage response,6034.0,5865.0,41.4518329071,0.971992045078
YAR019C,3125,CDC15,Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase  promotes mitotic exit by directly switching on the kinase activity of Dbf2p  required for spindle disassembly after meiosis II,2095.0,1910.0,37.9732984293,0.91169451074
YAR020C,368,PAU7,"Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme",46.0,34.0,18.3823529412,0.739130434783
YAR023C,740,YAR023C,"Putative integral membrane protein, member of DUP240 gene family",300.0,282.0,41.2234042553,0.94
YAR030C,542,YAR030C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9",463.0,423.0,34.1962174941,0.913606911447
YAR035C-A,281,YAR035C-A,"Putative protein of unknown function  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching  predicted to have a role in cell budding based on computational ""guilt by association"" analysis",63.0,62.0,40.3870967742,0.984126984127
YAR047C,521,YAR047C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",0.0,0.0,NA,NA
YAR060C,536,YAR060C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",25.0,25.0,49.96,1.0
YAR069C,494,YAR069C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",54.0,50.0,32.6,0.925925925926
YAR070C,500,YAR070C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",106.0,86.0,27.7325581395,0.811320754717
YAL069W/YAL068W-A,658,YAL069W/YAL068W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data/Dubious open reading frame unlikely to encode a protein  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",5.0,4.0,44.5,0.8
YAL067W-A,428,YAL067W-A,"Putative protein of unknown function  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",0.0,0.0,NA,NA
YAL066W,509,YAL066W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",45.0,45.0,30.5111111111,1.0
YAL064W-B,581,YAL064W-B,Fungal-specific protein of unknown function,24.0,22.0,24.1363636364,0.916666666667
YAL064W,485,YAL064W,"Protein of unknown function  may interact with ribosomes, based on co-purification experiments",164.0,161.0,39.2919254658,0.981707317073
YAL062W,1574,GDH3,"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate  rate of alpha-ketoglutarate utilization differs from Gdh1p  expression regulated by nitrogen and carbon sources",3529.0,3287.0,37.3407362336,0.931425332956
YAL061W,1454,BDH2,Putative medium-chain alcohol dehydrogenase with similarity to BDH1  transcription induced by constitutively active PDR1 and PDR3,864.0,839.0,41.8271752086,0.971064814815
YAL060W,1349,BDH1,"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin  enhances use of 2,3-butanediol as an aerobic carbon source",3737.0,3558.0,34.5424395728,0.952100615467
YAL059W,839,ECM1,Pre-ribosomal factor involved in 60S ribosomal protein subunit export  associates with the pre-60S particle  shuttles between the nucleus and cytoplasm,3855.0,3684.0,41.2347991314,0.955642023346
YAL058W,1709,CNE1,"Calnexin  integral membrane ER chaperone involved in folding and quality control of glycoproteins  chaperone activity is inhibited by Mpd1p, with which Cne1p interacts  24% identical to mammalian calnexin  Ca+ binding not yet shown in yeast",2403.0,2216.0,35.1024368231,0.922180607574
YAL056W,2843,GPB2,"Multistep regulator of cAMP-PKA signaling  inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency  inhibits Ras activity through direct interactions with Ira1p/2p  regulated by G-alpha protein Gpa2p  homolog of Gpb1p",2343.0,2231.0,43.1851187808,0.952198036705
YAL055W,743,PEX22,"Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation",1308.0,810.0,25.437037037,0.619266055046
YAL053W,2552,FLC2,Putative FAD transporter  required for uptake of FAD into endoplasmic reticulum  involved in cell wall maintenance,12235.0,11988.0,37.744661328,0.979812014712
YAL051W,3344,OAF1,"Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p  activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis",4221.0,4169.0,41.0333413289,0.987680644397
YAL047W-A,530,YAL047W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",82.0,80.0,39.0,0.975609756098
YAL044W-A,533,YAL044W-A,Putative protein of unknown function  similar to S. pombe uvi31 which is a putative DNA repair protein,4100.0,3733.0,26.885346906,0.910487804878
YAL042W,1448,ERV46,"Protein localized to COPII-coated vesicles, forms a complex with Erv41p  involved in the membrane fusion stage of transport",24540.0,12886.0,21.1075585907,0.525101874491
YAL041W,2765,CDC24,"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p  required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing",8499.0,7890.0,30.2826362484,0.928344511119
YAL038W,1703,CDC19,"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration",137182.0,128425.0,29.6008876776,0.936165094546
YAL037W,1004,YAL037W,Putative protein of unknown function,2554.0,2512.0,49.3753980892,0.983555207518
YAL035W,3209,FUN12,"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining  homolog of bacterial IF2",63183.0,37568.0,17.6241215928,0.594590317016
YAL034W-A,1070,MTW1,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules  critical to kinetochore assembly,859.0,643.0,31.9611197512,0.748544819558
YAL033W,722,POP5,"Subunit of both RNase MRP and nuclear RNase P  RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs",4854.0,4495.0,31.7862068966,0.926040379069
YAL031W-A,509,YAL031W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",64.0,61.0,42.4918032787,0.953125
YAL030W,667,SNC1,Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane  proposed to be involved in endocytosis  member of the synaptobrevin/VAMP family of R-type v-SNARE proteins,5130.0,4910.0,31.7488798371,0.957115009747
YAL028W,1787,FRT2,"Tail-anchored ER membrane protein, interacts with homolog Frt1p  promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation  potential Cdc28p substrate",567.0,551.0,41.5916515426,0.971781305115
YAL027W,986,SAW1,Protein involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during double-strand break repair via single-strand annealing  green fluorescent protein (GFP)-fusion protein localizes to the nucleus,2078.0,1946.0,33.5678314491,0.936477382098
YAL019W-A,770,YAL019W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",33.0,24.0,21.7083333333,0.727272727273
YAL019W,3596,FUN30,"Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity  has a role in silencing  potential Cdc28p substrate  authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies",7319.0,7067.0,33.7215225697,0.965569066812
YAL017W,4271,PSK1,One of two (see also PSK2) PAS domain containing S/T protein kinases  coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status,1092.0,1037.0,39.3423336548,0.949633699634
YAL016W,2108,TPD3,"Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p  required for cell morphogenesis and transcription by RNA polymerase III",8335.0,7895.0,36.6264724509,0.947210557888
YAL013W,1418,DEP1,"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation",45498.0,43053.0,34.4430121014,0.946261374126
YAL012W,1385,CYS3,"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine",55192.0,44207.0,27.628678716,0.800967531526
YAL011W,2078,SWC3,"Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A  required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae",2342.0,2022.0,31.6127596439,0.863364645602
YAL009W,980,SPO7,"Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation",14599.0,14089.0,36.5172120094,0.965066100418
YAL008W,797,FUN14,Mitochondrial protein of unknown function,3253.0,3160.0,38.2547468354,0.971411005226
YAL004W,848,YAL004W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps verified gene SSA1/YAL005C",14.0,14.0,34.2142857143,1.0
YAL003W,1187,EFB1,"Translation elongation factor 1 beta  stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle  part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site",284001.0,275471.0,24.8942030196,0.96996489449
YAL002W,4025,VPS8,Membrane-associated protein that interacts with Vps21p to facilitate soluble vacuolar protein localization  component of the CORVET complex  required for localization and trafficking of the CPY sorting receptor  contains RING finger motif,2565.0,2413.0,38.4347285537,0.940740740741
YAR002W,1820,NUP60,"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP  involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1",10417.0,10189.0,38.2709785062,0.978112700394
YAR003W,1481,SWD1,"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres  WD40 beta propeller superfamily member with similarity to mammalian Rbbp7",702.0,666.0,31.8303303303,0.948717948718
YAR008W,1028,SEN34,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p  Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",2409.0,2223.0,37.3877642825,0.922789539228
YAR015W,1121,ADE1,"N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis  red pigment accumulates in mutant cells deprived of adenine",4338.0,3890.0,36.5041131105,0.896726602121
YAR019W-A,533,YAR019W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",4.0,4.0,14.75,1.0
YAR027W,908,UIP3,Putative integral membrane protein of unknown function  interacts with Ulp1p at the nuclear periphery  member of DUP240 gene family,4553.0,4490.0,40.4046770601,0.986162969471
YAR028W,905,YAR028W,"Putative integral membrane protein, member of DUP240 gene family  GFP-fusion protein is induced in response to the DNA-damaging agent MMS",1450.0,1428.0,41.369047619,0.984827586207
YAR029W,425,YAR029W,Member of DUP240 gene family but contains no transmembrane domains  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,572.0,563.0,42.9484902309,0.984265734266
YAR031W,1097,PRM9,"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding  member of DUP240 gene family",754.0,720.0,42.5208333333,0.954907161804
YAR033W,905,MST28,"Putative integral membrane protein, involved in vesicle formation  forms complex with Mst27p  member of DUP240 gene family  binds COPI and COPII vesicles",3096.0,3007.0,36.1074160293,0.971253229974
YAR035W,2264,YAT1,"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix  phosphorylated",2135.0,2015.0,31.4009925558,0.943793911007
YAR042W,3767,SWH1,Protein similar to mammalian oxysterol-binding protein  contains ankyrin repeats  localizes to the Golgi and the nucleus-vacuole junction,17267.0,16644.0,34.4050708964,0.963919615451
YAR050W,4814,FLO1,"Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant  similar to Flo5p",233.0,205.0,42.0195121951,0.87982832618
YAR053W,497,YAR053W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",71.0,69.0,35.6086956522,0.971830985915
YAR064W,500,YAR064W,Putative protein of unknown function,51.0,50.0,33.0,0.980392156863
YAR066W,812,YAR066W,Putative GPI protein,24.0,24.0,25.9583333333,1.0
YAR068W,686,YAR068W,Fungal-specific protein of unknown function  induced in respiratory-deficient cells,151.0,138.0,29.9420289855,0.913907284768
YAR071W,1604,PHO11,"One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway  induced by phosphate starvation and coordinately regulated by PHO4 and PHO2",32.0,17.0,33.8235294118,0.53125
YAR073W/YAR075W,1776,IMD1/YAR075W,"Nonfunctional protein with homology to IMP dehydrogenase  probable pseudogene, located close to the telomere  is not expressed at detectable levels  YAR073W and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae/Non-functional protein with homology IMP dehydrogenase  YAR073W/IMD1 and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae.",133.0,118.0,44.4237288136,0.887218045113
YBL113C/YBL112C,2820,YBL113C/YBL112C,Helicase-like protein encoded within the telomeric Y' element/Putative protein of unknown function  YBL112C is contained within TEL02L,2179.0,1909.0,38.3232058669,0.876089949518
YBL111C,2303,YBL111C,Helicase-like protein encoded within the telomeric Y' element,156.0,124.0,27.9677419355,0.794871794872
YBL108C-A,329,PAU9,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions",65.0,65.0,58.8461538462,1.0
YBL107C,791,YBL107C,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YBL107C is not an essential gene,5584.0,5414.0,33.7258958256,0.969555873926
YBL106C,3233,SRO77,Protein with roles in exocytosis and cation homeostasis  functions in docking and fusion of post-Golgi vesicles with plasma membrane  homolog of Sro7p and Drosophila lethal giant larvae tumor suppressor  interacts with SNARE protein Sec9p,2615.0,2393.0,35.5068951107,0.915105162524
YBL105C,3656,PKC1,"Protein serine/threonine kinase essential for cell wall remodeling during growth  localized to sites of polarized growth and the mother-daughter bud neck  homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)",6486.0,6083.0,33.3204011179,0.937866173296
YBL104C,3317,YBL104C,"Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole  has an N-terminal beta-propeller fold and a C-terminal RING motif  promoter contains multiple GCN4 binding sites",3365.0,3278.0,35.6735814521,0.974145616642
YBL103C,1661,RTG3,"Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways",861.0,725.0,35.4827586207,0.842044134727
YBL101C,3554,ECM21,Protein involved in regulating the endocytosis of plasma membrane proteins  identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p  promoter contains several Gcn4p binding elements,4690.0,4650.0,39.3776344086,0.991471215352
YBL100C,515,YBL100C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  almost completely overlaps the 5' end of ATP1",3.0,0.0,NA,0.0
YBL096C,509,YBL096C,Non-essential protein of unknown function,129.0,101.0,39.7920792079,0.782945736434
YBL094C,533,YBL094C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps uncharacterized ORF YBL095W",28.0,28.0,40.6071428571,1.0
YBL093C,863,ROX3,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme,3990.0,3404.0,33.8686839013,0.85313283208
YBL091C-A,816,SCS22,Protein involved in regulation of phospholipid metabolism  homolog of Scs2p  similar to D. melanogaster inturned protein,1761.0,1723.0,41.9204875218,0.978421351505
YBL091C,1466,MAP2,"Methionine aminopeptidase, catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides  function is partially redundant with that of Map1p",20203.0,17218.0,30.9092229063,0.852249665891
YBL088C,8564,TEL1,Protein kinase primarily involved in telomere length regulation  contributes to cell cycle checkpoint control in response to DNA damage  functionally redundant with Mec1p  homolog of human ataxia telangiectasia (ATM) gene,1760.0,1715.0,40.9597667638,0.974431818182
YBL087C,1118,RPL23A,"Protein component of the large (60S) ribosomal subunit, identical to Rpl23Bp and has similarity to E. coli L14 and rat L23 ribosomal proteins",115409.0,105283.0,26.8843213054,0.912259875746
YBL086C,1601,YBL086C,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,1805.0,1743.0,32.6655192197,0.965650969529
YBL084C,2477,CDC27,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",1050.0,1012.0,34.9258893281,0.96380952381
YBL083C/YBL082C,1615,YBL083C/ALG3,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps verified ORF ALG3/Dolichol-P-Man dependent alpha(1-3) mannosyltransferase, involved in the synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins",5400.0,4675.0,30.1084491979,0.865740740741
YBL080C,1826,PET112,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex  involved in the formation of Q-tRNAQ  mutation is functionally complemented by the bacterial GatB ortholog,1706.0,1662.0,39.0373044525,0.974208675264
