Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
YAR002C-A,860,ERP1,"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p  member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles",6089.0,5232.0,28.059824159,0.859254393168
YAR007C,2066,RFA1,"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",797.0,708.0,30.313559322,0.888331242158
YAR009C,3791,YAR009C,Retrotransposon TYA Gag and TYB Pol genes  in YARCTY1-1 TYB is mutant and probably non-functional,9409.0,2548.0,20.1746467818,0.270804548836
YAR010C,1523,YAR010C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol  in YARCTY1-1 TYB is mutant and probably non-functional,3932.0,2795.0,18.9137745975,0.710834181078
YAR014C,2330,BUD14,"Protein involved in bud-site selection, Bud14p-Glc7p complex is a cortical regulator of dynein  inhibitor of the actin assembly factor Bnr1p (formin)  diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",1277.0,1184.0,31.4856418919,0.927173061864
YAR018C,1508,KIN3,Nonessential serine/threonine protein kinase  possible role in DNA damage response,1420.0,1257.0,37.4805091488,0.885211267606
YAR019C,3125,CDC15,Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase  promotes mitotic exit by directly switching on the kinase activity of Dbf2p  required for spindle disassembly after meiosis II,609.0,523.0,32.5831739962,0.858784893268
YAR020C,368,PAU7,"Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme",19.0,10.0,24.8,0.526315789474
YAR023C,740,YAR023C,"Putative integral membrane protein, member of DUP240 gene family",88.0,71.0,34.4507042254,0.806818181818
YAR030C,542,YAR030C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9",87.0,83.0,27.9879518072,0.954022988506
YAR035C-A,281,YAR035C-A,"Putative protein of unknown function  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching  predicted to have a role in cell budding based on computational ""guilt by association"" analysis",10.0,9.0,26.0,0.9
YAR047C,521,YAR047C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",0.0,0.0,NA,NA
YAR060C,536,YAR060C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",9.0,8.0,38.375,0.888888888889
YAR069C,494,YAR069C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",4.0,3.0,30.6666666667,0.75
YAR070C,500,YAR070C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",39.0,33.0,32.3939393939,0.846153846154
YAL069W/YAL068W-A,658,YAL069W/YAL068W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data/Dubious open reading frame unlikely to encode a protein  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",3.0,3.0,50.0,1.0
YAL067W-A,428,YAL067W-A,"Putative protein of unknown function  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",0.0,0.0,NA,NA
YAL066W,509,YAL066W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",0.0,0.0,NA,NA
YAL064W-B,581,YAL064W-B,Fungal-specific protein of unknown function,40.0,35.0,22.9714285714,0.875
YAL064W,485,YAL064W,"Protein of unknown function  may interact with ribosomes, based on co-purification experiments",44.0,42.0,41.2619047619,0.954545454545
YAL062W,1574,GDH3,"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate  rate of alpha-ketoglutarate utilization differs from Gdh1p  expression regulated by nitrogen and carbon sources",346.0,265.0,29.5245283019,0.765895953757
YAL061W,1454,BDH2,Putative medium-chain alcohol dehydrogenase with similarity to BDH1  transcription induced by constitutively active PDR1 and PDR3,1006.0,919.0,28.9673558215,0.91351888668
YAL060W,1349,BDH1,"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin  enhances use of 2,3-butanediol as an aerobic carbon source",4377.0,3952.0,31.8410931174,0.902901530729
YAL059W,839,ECM1,Pre-ribosomal factor involved in 60S ribosomal protein subunit export  associates with the pre-60S particle  shuttles between the nucleus and cytoplasm,355.0,312.0,33.0801282051,0.878873239437
YAL058W,1709,CNE1,"Calnexin  integral membrane ER chaperone involved in folding and quality control of glycoproteins  chaperone activity is inhibited by Mpd1p, with which Cne1p interacts  24% identical to mammalian calnexin  Ca+ binding not yet shown in yeast",559.0,469.0,27.2921108742,0.838998211091
YAL056W,2843,GPB2,"Multistep regulator of cAMP-PKA signaling  inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency  inhibits Ras activity through direct interactions with Ira1p/2p  regulated by G-alpha protein Gpa2p  homolog of Gpb1p",423.0,382.0,38.2879581152,0.903073286052
YAL055W,743,PEX22,"Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation",807.0,525.0,18.8723809524,0.650557620818
YAL053W,2552,FLC2,Putative FAD transporter  required for uptake of FAD into endoplasmic reticulum  involved in cell wall maintenance,1924.0,1791.0,29.8726968174,0.930873180873
YAL051W,3344,OAF1,"Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p  activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis",1432.0,1400.0,37.9864285714,0.977653631285
YAL047W-A,530,YAL047W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",28.0,27.0,41.2592592593,0.964285714286
YAL044W-A,533,YAL044W-A,Putative protein of unknown function  similar to S. pombe uvi31 which is a putative DNA repair protein,1418.0,1176.0,22.7023809524,0.829337094499
YAL042W,1448,ERV46,"Protein localized to COPII-coated vesicles, forms a complex with Erv41p  involved in the membrane fusion stage of transport",12872.0,5248.0,16.6724466463,0.407706650093
YAL041W,2765,CDC24,"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p  required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing",1799.0,1394.0,29.0459110473,0.774874930517
YAL038W,1703,CDC19,"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration",47355.0,39440.0,22.715872211,0.832858198712
YAL037W,1004,YAL037W,Putative protein of unknown function,250.0,217.0,41.2857142857,0.868
YAL035W,3209,FUN12,"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining  homolog of bacterial IF2",27849.0,10010.0,14.4414585415,0.359438399943
YAL034W-A,1070,MTW1,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules  critical to kinetochore assembly,342.0,188.0,36.835106383,0.549707602339
YAL033W,722,POP5,"Subunit of both RNase MRP and nuclear RNase P  RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs",831.0,730.0,27.7109589041,0.878459687124
YAL031W-A,509,YAL031W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",3.0,3.0,61.3333333333,1.0
YAL030W,667,SNC1,Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane  proposed to be involved in endocytosis  member of the synaptobrevin/VAMP family of R-type v-SNARE proteins,1777.0,1654.0,31.1070133011,0.93078221722
YAL028W,1787,FRT2,"Tail-anchored ER membrane protein, interacts with homolog Frt1p  promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation  potential Cdc28p substrate",378.0,348.0,31.1005747126,0.920634920635
YAL027W,986,SAW1,Protein involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during double-strand break repair via single-strand annealing  green fluorescent protein (GFP)-fusion protein localizes to the nucleus,526.0,455.0,31.1164835165,0.865019011407
YAL019W-A,770,YAL019W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",9.0,9.0,24.1111111111,1.0
YAL019W,3596,FUN30,"Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity  has a role in silencing  potential Cdc28p substrate  authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies",988.0,881.0,27.1543700341,0.891700404858
YAL017W,4271,PSK1,One of two (see also PSK2) PAS domain containing S/T protein kinases  coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status,555.0,505.0,35.003960396,0.90990990991
YAL016W,2108,TPD3,"Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p  required for cell morphogenesis and transcription by RNA polymerase III",2372.0,2017.0,32.9796727814,0.850337268128
YAL013W,1418,DEP1,"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation",11668.0,10295.0,29.105488101,0.882327733973
YAL012W,1385,CYS3,"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine",35626.0,28057.0,21.9187012154,0.787542805816
YAL011W,2078,SWC3,"Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A  required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae",743.0,450.0,23.9755555556,0.605652759085
YAL009W,980,SPO7,"Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation",3104.0,2862.0,29.9192872117,0.922036082474
YAL008W,797,FUN14,Mitochondrial protein of unknown function,1390.0,1282.0,33.4149765991,0.922302158273
YAL004W,848,YAL004W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps verified gene SSA1/YAL005C",1.0,0.0,NA,0.0
YAL003W,1187,EFB1,"Translation elongation factor 1 beta  stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle  part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site",126465.0,115095.0,21.3610061254,0.910093701815
YAL002W,4025,VPS8,Membrane-associated protein that interacts with Vps21p to facilitate soluble vacuolar protein localization  component of the CORVET complex  required for localization and trafficking of the CPY sorting receptor  contains RING finger motif,1196.0,1009.0,34.8186323092,0.84364548495
YAR002W,1820,NUP60,"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP  involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1",2242.0,2095.0,33.1785202864,0.934433541481
YAR003W,1481,SWD1,"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres  WD40 beta propeller superfamily member with similarity to mammalian Rbbp7",526.0,486.0,22.9341563786,0.923954372624
YAR008W,1028,SEN34,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p  Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",488.0,377.0,30.4880636605,0.772540983607
YAR015W,1121,ADE1,"N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis  red pigment accumulates in mutant cells deprived of adenine",1674.0,1141.0,26.6134969325,0.681600955795
YAR019W-A,533,YAR019W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",3.0,3.0,27.3333333333,1.0
YAR027W,908,UIP3,Putative integral membrane protein of unknown function  interacts with Ulp1p at the nuclear periphery  member of DUP240 gene family,1754.0,1680.0,32.4428571429,0.957810718358
YAR028W,905,YAR028W,"Putative integral membrane protein, member of DUP240 gene family  GFP-fusion protein is induced in response to the DNA-damaging agent MMS",249.0,228.0,31.7280701754,0.915662650602
YAR029W,425,YAR029W,Member of DUP240 gene family but contains no transmembrane domains  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,176.0,167.0,38.1856287425,0.948863636364
YAR031W,1097,PRM9,"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding  member of DUP240 gene family",320.0,237.0,36.805907173,0.740625
YAR033W,905,MST28,"Putative integral membrane protein, involved in vesicle formation  forms complex with Mst27p  member of DUP240 gene family  binds COPI and COPII vesicles",647.0,567.0,28.9347442681,0.876352395672
YAR035W,2264,YAT1,"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix  phosphorylated",666.0,547.0,26.5283363803,0.821321321321
YAR042W,3767,SWH1,Protein similar to mammalian oxysterol-binding protein  contains ankyrin repeats  localizes to the Golgi and the nucleus-vacuole junction,4172.0,3811.0,25.5890842299,0.91347075743
YAR050W,4814,FLO1,"Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant  similar to Flo5p",79.0,71.0,32.4647887324,0.898734177215
YAR053W,497,YAR053W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",16.0,16.0,20.25,1.0
YAR064W,500,YAR064W,Putative protein of unknown function,21.0,16.0,33.3125,0.761904761905
YAR066W,812,YAR066W,Putative GPI protein,10.0,9.0,24.0,0.9
YAR068W,686,YAR068W,Fungal-specific protein of unknown function  induced in respiratory-deficient cells,451.0,347.0,24.2132564841,0.769401330377
YAR071W,1604,PHO11,"One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway  induced by phosphate starvation and coordinately regulated by PHO4 and PHO2",64.0,33.0,23.7272727273,0.515625
YAR073W/YAR075W,1776,IMD1/YAR075W,"Nonfunctional protein with homology to IMP dehydrogenase  probable pseudogene, located close to the telomere  is not expressed at detectable levels  YAR073W and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae/Non-functional protein with homology IMP dehydrogenase  YAR073W/IMD1 and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae.",73.0,64.0,37.140625,0.876712328767
YBL113C/YBL112C,2820,YBL113C/YBL112C,Helicase-like protein encoded within the telomeric Y' element/Putative protein of unknown function  YBL112C is contained within TEL02L,749.0,498.0,37.4518072289,0.664886515354
YBL111C,2303,YBL111C,Helicase-like protein encoded within the telomeric Y' element,80.0,68.0,22.1911764706,0.85
YBL108C-A,329,PAU9,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions",34.0,33.0,62.4242424242,0.970588235294
YBL107C,791,YBL107C,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YBL107C is not an essential gene,1673.0,1525.0,27.9744262295,0.911536162582
YBL106C,3233,SRO77,Protein with roles in exocytosis and cation homeostasis  functions in docking and fusion of post-Golgi vesicles with plasma membrane  homolog of Sro7p and Drosophila lethal giant larvae tumor suppressor  interacts with SNARE protein Sec9p,972.0,795.0,28.9106918239,0.817901234568
YBL105C,3656,PKC1,"Protein serine/threonine kinase essential for cell wall remodeling during growth  localized to sites of polarized growth and the mother-daughter bud neck  homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)",1738.0,1470.0,27.9278911565,0.84579976985
YBL104C,3317,YBL104C,"Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole  has an N-terminal beta-propeller fold and a C-terminal RING motif  promoter contains multiple GCN4 binding sites",771.0,742.0,35.5269541779,0.962386511025
YBL103C,1661,RTG3,"Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways",203.0,149.0,33.9395973154,0.733990147783
YBL101C,3554,ECM21,Protein involved in regulating the endocytosis of plasma membrane proteins  identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p  promoter contains several Gcn4p binding elements,1617.0,1559.0,36.5542014112,0.964131106988
YBL100C,515,YBL100C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  almost completely overlaps the 5' end of ATP1",0.0,0.0,NA,NA
YBL096C,509,YBL096C,Non-essential protein of unknown function,70.0,46.0,31.9130434783,0.657142857143
YBL094C,533,YBL094C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps uncharacterized ORF YBL095W",14.0,11.0,32.0909090909,0.785714285714
YBL093C,863,ROX3,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme,1121.0,833.0,28.1092436975,0.743086529884
YBL091C-A,816,SCS22,Protein involved in regulation of phospholipid metabolism  homolog of Scs2p  similar to D. melanogaster inturned protein,959.0,911.0,41.6838638858,0.949947862357
YBL091C,1466,MAP2,"Methionine aminopeptidase, catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides  function is partially redundant with that of Map1p",10863.0,7645.0,20.8307390451,0.703765074105
YBL088C,8564,TEL1,Protein kinase primarily involved in telomere length regulation  contributes to cell cycle checkpoint control in response to DNA damage  functionally redundant with Mec1p  homolog of human ataxia telangiectasia (ATM) gene,842.0,756.0,30.3134920635,0.897862232779
YBL087C,1118,RPL23A,"Protein component of the large (60S) ribosomal subunit, identical to Rpl23Bp and has similarity to E. coli L14 and rat L23 ribosomal proteins",26567.0,21349.0,20.236685559,0.803590921067
YBL086C,1601,YBL086C,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,904.0,806.0,30.7816377171,0.891592920354
YBL084C,2477,CDC27,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",360.0,334.0,34.497005988,0.927777777778
YBL083C/YBL082C,1615,YBL083C/ALG3,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps verified ORF ALG3/Dolichol-P-Man dependent alpha(1-3) mannosyltransferase, involved in the synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins",1898.0,1442.0,22.9687933426,0.759747102213
YBL080C,1826,PET112,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex  involved in the formation of Q-tRNAQ  mutation is functionally complemented by the bacterial GatB ortholog,448.0,421.0,41.6389548694,0.939732142857
YBL078C,554,ATG8,"Component of autophagosomes and Cvt vesicles  undergoes conjugation to phosphatidylethanolamine (PE)  Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation",415.0,339.0,25.4896755162,0.81686746988
